filename,JSS,Chi2,PCC
AF01HAS.JPG,0.43191932371135233,-0.06423582272425432,-0.31059670398247385
AF01NES.JPG,0.4404775567417407,-0.019675122540339096,0.26777147237940957
AF01SAS.JPG,0.43443233028173667,-0.04047600221821823,-0.032121094399497105
AF02HAS.JPG,0.45158481923163396,0.03080555068890556,-0.2310732072893274
AF02NES.JPG,0.4736077731402134,0.09099209882667614,-0.0051217907755361815
AF02SAS.JPG,0.3668144761154769,-0.260870255559841,0.1245711352739757
AF03HAS.JPG,0.4295177916171339,-0.04761016238202753,-0.0861967589627265
AF03NES.JPG,0.48227508647463446,0.11645054870154647,0.19683303798109072
AF03SAS.JPG,0.4158106693402518,-0.10404259734430066,-0.06699403146815944
AF04HAS.JPG,0.3966018910063265,-0.1567890712709925,0.21451771566440597
AF04NES.JPG,0.3982578204728361,-0.16353683836420463,0.09946395652458698
AF04SAS.JPG,0.35415912813499284,-0.3014810555255518,0.09243151969021533
AF05HAS.JPG,0.5937332090245446,0.4350774313387177,-0.07635195122257135
AF05NES.JPG,0.391118833526211,-0.17920641836177342,0.033994126351227956
AF05SAS.JPG,0.4051320641432914,-0.12833075325749665,0.07724147924464497
AF06HAS.JPG,0.43211822163805336,-0.05205250713830556,-0.43174968425707966
AF06NES.JPG,0.4429087422516411,-0.0366289256339134,-0.020790319734132222
AF06SAS.JPG,0.40624050676889345,-0.12470036777173199,-0.10417517499850822
AF07HAS.JPG,0.48278809606328166,0.09677372212838575,-0.02686621913078538
AF07NES.JPG,0.37818315756731147,-0.2273666274480759,-0.3427929162218626
AF07SAS.JPG,0.41953311653915526,-0.11441771430516057,-0.022353739820291815
AF09HAS.JPG,0.45780213179961293,0.022316652579210894,-0.24986725877777488
AF09NES.JPG,0.40533478885031515,-0.13086060074204764,0.06292954464903042
AF09SAS.JPG,0.4203580458315038,-0.0794764923609308,-0.005475694614773321
AF10HAS.JPG,0.4014332324961074,-0.14470166481335744,-0.1888569932646248
AF10NES.JPG,0.43058952196044575,-0.06994047457698604,0.06788910260505962
AF10SAS.JPG,0.4074699517488972,-0.1284638532332001,0.01614709633679907
