filename,JSS,Chi2,PCC
AF01HAS.JPG,0.3899920352857563,-0.18541403877539153,-0.3829423699700605
AF01NES.JPG,0.4149294738644653,-0.09095076780830835,0.265621181429638
AF01SAS.JPG,0.3920156055408931,-0.16875241817998377,0.06019020119050814
AF02HAS.JPG,0.39794104985538326,-0.15844805802765638,-0.2938919621161682
AF02NES.JPG,0.4157163909800923,-0.08746885127447479,0.0628466974588198
AF02SAS.JPG,0.40319593312343716,-0.12815385566404425,0.017428485531577005
AF03HAS.JPG,0.38057429218882655,-0.218765764541349,0.1261131578469219
AF03NES.JPG,0.4138451194756927,-0.09523196501117348,0.22752893166671734
AF03SAS.JPG,0.40127691605397753,-0.13854112880024183,-0.12215120876869867
AF04HAS.JPG,0.40034686260352614,-0.143628494210142,0.11148333437545738
AF04NES.JPG,0.394059255920283,-0.1648725374254325,0.22176607644411928
AF04SAS.JPG,0.39577313056878716,-0.17196408451233114,-0.31371500351903003
AF05HAS.JPG,0.36569253632212295,-0.26664213862952946,-0.1270234666997206
AF05NES.JPG,0.38506897981357935,-0.20617529853817684,0.01315894393042076
AF05SAS.JPG,0.40624986031314747,-0.13299796637799588,0.2328992164821193
AF06HAS.JPG,0.393309178795365,-0.1679799637810926,-0.5504854037569589
AF06NES.JPG,0.40751096975227374,-0.11748261035199148,-0.25225150558556053
AF06SAS.JPG,0.41704192428341935,-0.08141041839483831,-0.1312194226570474
AF07HAS.JPG,0.369162556979189,-0.25353303924438575,-0.037565535700130014
AF07NES.JPG,0.38790281979764085,-0.19121101872672952,-0.2514563520861935
AF07SAS.JPG,0.3875986166318729,-0.18885420630487615,-0.03182869093610747
AF09HAS.JPG,0.378025064255036,-0.22365325730194185,-0.2143632225071242
AF09NES.JPG,0.4090491326981037,-0.11322261570749315,-0.03647975206792345
AF09SAS.JPG,0.38971088344092575,-0.17925479193915983,0.02890362192438702
AF10HAS.JPG,0.38784260969895,-0.18684691418202393,-0.11050361822339491
AF10NES.JPG,0.40527420554512794,-0.1330075879839443,0.12186224019098742
AF10SAS.JPG,0.3880751565384758,-0.19495970430144904,-0.10244877144229757
AF11HAS.JPG,0.38122415672386456,-0.20896599085493195,0.10918575103382766
AF11NES.JPG,0.4009215490669372,-0.1398960816139545,0.3129629348282652
AF11SAS.JPG,0.40218880840099736,-0.13293926390739408,0.14295600719017182
AF12HAS.JPG,0.4015999357733766,-0.15896408051928423,-0.4742580185641557
AF12NES.JPG,0.4177416282162575,-0.08308600637188635,0.054526585133670154
AF12SAS.JPG,0.38899239984147527,-0.18171571713079815,0.10045756131842193
AF13HAS.JPG,0.3672266842097559,-0.26690847530902584,-0.22493415077919648
AF13NES.JPG,0.38610125398391626,-0.19502310209811924,-0.18879006369746468
AF13SAS.JPG,0.3883894597532368,-0.1829129382401531,-0.0989617368181302
AF14HAS.JPG,0.38980072598385285,-0.17476671029074886,-0.36110333801903505
AF14NES.JPG,0.41634331695561866,-0.09715858505787156,0.12214624912359842
AF14SAS.JPG,0.3899553141251798,-0.18961958828965253,-0.46568288982234063
AF15HAS.JPG,0.39973508779444344,-0.15156831467026577,0.2607775744462238
AF15NES.JPG,0.385339937005039,-0.19755849472435116,0.13500339651178883
AF15SAS.JPG,0.3763685002506755,-0.2289979307430028,-0.32133706946575114
AF16HAS.JPG,0.38206805022535895,-0.21243423694160635,-0.20840994616296488
AF16NES.JPG,0.4225355329201059,-0.06603484847005126,0.029754319124577495
AF16SAS.JPG,0.41139883931550625,-0.11207798853613582,-0.37546780129781254
AF17HAS.JPG,0.40080821632360264,-0.16073046262842827,-0.0177436601943115
AF17NES.JPG,0.39409667787938996,-0.16727543249160726,-0.04844874971913449
AF17SAS.JPG,0.39456642414497967,-0.16477384702998865,-0.2752728191775543
AF19HAS.JPG,0.3793524105550371,-0.21560356184848994,-0.08761039309329158
AF19NES.JPG,0.4013515419097743,-0.14486160110275303,0.21368230891372908
AF19SAS.JPG,0.40214744805943825,-0.13788392676665673,0.2620003091717462
